HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,150442
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,361061
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,230088
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,95132
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,182300
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,343362
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,221238
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,130088
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,61946
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,331858
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,106194
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,157522
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,203646
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,198230
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,75221
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,219469
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,132300
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,133628
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,469026
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,232743
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,300884
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,263716
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,276991
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,163716
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,292035
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,276106
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,172566
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,110619
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,81415
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,194690
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,145575
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,369911
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,385840
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,174336
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,123893
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,216814
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,116814
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,382300
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,300884
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,172566
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,119469
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,185840
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,87610
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255442
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,325221
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,169911
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,161946
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,247787
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,168141
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,159557
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,252814
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,212389
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,1980,9,910,54867
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,110619
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,153982
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,124778
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,136283
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,225663
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,54867
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,334513
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,265486
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,161946
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,187610
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,264601
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,277876
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,221238
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,192920
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92035
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,261061
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,194690
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255442
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,290265
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,428318
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,177699
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,188495
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,64601
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,59292
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,320353
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,245575
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,118584
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,59911
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,234513
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,202212
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,287610
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,218584
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,291415
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,194690
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,305309
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,283185
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,82300
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,201566
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,233628
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,197345
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,109734
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,296460
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,203646
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1252,451327
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,138938
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,143805
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,84070
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,314159
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,269911
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,211504
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,76106
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,237168
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,314159
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,266371
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,389380
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,185840
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,153982
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,199115
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,189380
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,238938
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,123893
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,276991
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,296460
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38053
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,455752
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,271681
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,223008
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,60176
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,110619
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,419469
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,157522
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,46017
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73053
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,243362
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,285840
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,242920
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,370796
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,212389
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,486725
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,207079
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,181415
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,123008
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,150442
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,141592
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,357522
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,406194
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,205309
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,255309
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,236283
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,293805
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,283185
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,207079
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,371681
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,69911
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,472566
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,149557
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,336283
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,114159
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,250442
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,340707
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,351327
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,296460
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,105309
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,231858
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,161061
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,73008
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,141592
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,46902
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,214159
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,43185
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,262831
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,176991
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,194690
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,57522
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,914,382300
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,170353
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,205309
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,86725
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,370796
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,245132
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,371681
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,234513
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,161504
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,165486
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,157522
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,376106
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,176991
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,100000
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,360176
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,206194
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,44247
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,196460
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,143238
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,105309
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,232743
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,190265
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,78761
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,367256
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,201566
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,85398
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,376106
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,153982
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,168141
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,279646
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,793,169911
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,314159
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,115044
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,353982
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,295575
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,212389
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,157522
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,120353
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,212389
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,346902
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,161946
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,144752
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,265486
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,113716
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,172566
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,68141
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,200000
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,149619
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,61946
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,203982
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,81858
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,192920
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,259026
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,354867
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,176991
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,175221
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,193805
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,102601
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,361946
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,168141
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,163716
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,276106
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,170796
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,173008
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,227433
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,263716
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,287610
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,460176
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,265486
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,150442
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,168141
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,341150
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,194690
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,378761
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,442477
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,115044
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,342477
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,100000
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,181415
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,370796
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38761
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,349557
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,287610
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,137168
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,191150
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,529203
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,96460
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,218584
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,315929
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,201327
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,168141
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,164601
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,178761
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,210619
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,330973
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,383185
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,200884
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,343628
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,214159
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,216814
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,194690
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,256637
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,356637
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,369026
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,462831
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,157522
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,250000
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,327433
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,130973
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,63274
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,384070
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,398230
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,84070
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,189380
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,349557
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,84955
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,88495
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,253982
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,371681
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,88495
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,300884
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,265486
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,168141
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,309734
